Rank,nctid,age,age_id
5135,NCT04510519,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5154,NCT04365361,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5181,NCT04453540,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5254,NCT04365348,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5261,NCT04344509,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5283,NCT04401644,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5288,NCT04746092,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5313,NCT04363437,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5325,NCT04372043,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5336,NCT04731870,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5361,NCT04662437,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5391,NCT04538469,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5635,NCT04869358,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5864,NCT03188796,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5867,NCT04832841,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5881,NCT04403061,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5905,NCT04792567,"18 Years to 100 Years  (Adult, Older Adult)",age_102
5969,NCT04842747,"18 Years to 100 Years  (Adult, Older Adult)",age_102
6026,NCT04490278,"18 Years to 100 Years  (Adult, Older Adult)",age_102
6028,NCT04383483,"18 Years to 100 Years  (Adult, Older Adult)",age_102
6173,NCT04422262,"18 Years to 100 Years  (Adult, Older Adult)",age_102
6011,NCT04765839,"18 Years to 101 Years  (Adult, Older Adult)",age_103
3317,NCT04341766,"18 Years to 105 Years  (Adult, Older Adult)",age_104
4643,NCT04588441,"18 Years to 105 Years  (Adult, Older Adult)",age_104
5250,NCT04838795,"18 Years to 105 Years  (Adult, Older Adult)",age_104
241,NCT04459520,"18 Years to 110 Years  (Adult, Older Adult)",age_105
267,NCT04668170,"18 Years to 110 Years  (Adult, Older Adult)",age_105
361,NCT04337762,"18 Years to 110 Years  (Adult, Older Adult)",age_105
643,NCT04362332,"18 Years to 110 Years  (Adult, Older Adult)",age_105
1504,NCT04799873,"18 Years to 110 Years  (Adult, Older Adult)",age_105
2131,NCT04805203,"18 Years to 110 Years  (Adult, Older Adult)",age_105
4282,NCT04321096,"18 Years to 110 Years  (Adult, Older Adult)",age_105
4308,NCT04407156,"18 Years to 110 Years  (Adult, Older Adult)",age_105
4518,NCT04698837,"18 Years to 110 Years  (Adult, Older Adult)",age_105
4726,NCT04694638,"18 Years to 110 Years  (Adult, Older Adult)",age_105
4893,NCT04359875,"18 Years to 110 Years  (Adult, Older Adult)",age_105
5686,NCT04579562,"18 Years to 110 Years  (Adult, Older Adult)",age_105
5932,NCT04361838,"18 Years to 110 Years  (Adult, Older Adult)",age_105
2278,NCT04530396,"18 Years to 111 Years  (Adult, Older Adult)",age_106
3136,NCT04713488,"18 Years to 111 Years  (Adult, Older Adult)",age_106
3164,NCT04741061,"18 Years to 111 Years  (Adult, Older Adult)",age_106
5060,NCT04380870,"18 Years to 114 Years  (Adult, Older Adult)",age_107
200,NCT04973449,"18 Years to 115 Years  (Adult, Older Adult)",age_108
1386,NCT04531501,"18 Years to 117 Years  (Adult, Older Adult)",age_109
31,NCT04625972,"18 Years to 120 Years  (Adult, Older Adult)",age_110
43,NCT04625725,"18 Years to 120 Years  (Adult, Older Adult)",age_110
48,NCT04523090,"18 Years to 120 Years  (Adult, Older Adult)",age_110
656,NCT04443803,"18 Years to 120 Years  (Adult, Older Adult)",age_110
925,NCT04359680,"18 Years to 120 Years  (Adult, Older Adult)",age_110
1384,NCT04967729,"18 Years to 120 Years  (Adult, Older Adult)",age_110
1484,NCT04962347,"18 Years to 120 Years  (Adult, Older Adult)",age_110
1646,NCT04860232,"18 Years to 120 Years  (Adult, Older Adult)",age_110
1650,NCT04860245,"18 Years to 120 Years  (Adult, Older Adult)",age_110
2095,NCT04590794,"18 Years to 120 Years  (Adult, Older Adult)",age_110
2238,NCT04561024,"18 Years to 120 Years  (Adult, Older Adult)",age_110
2550,NCT04591158,"18 Years to 120 Years  (Adult, Older Adult)",age_110
2615,NCT04453748,"18 Years to 120 Years  (Adult, Older Adult)",age_110
3084,NCT04357834,"18 Years to 120 Years  (Adult, Older Adult)",age_110
3175,NCT04421391,"18 Years to 120 Years  (Adult, Older Adult)",age_110
3228,NCT04918888,"18 Years to 120 Years  (Adult, Older Adult)",age_110
3426,NCT04331574,"18 Years to 120 Years  (Adult, Older Adult)",age_110
3883,NCT04605965,"18 Years to 120 Years  (Adult, Older Adult)",age_110
4049,NCT04366167,"18 Years to 120 Years  (Adult, Older Adult)",age_110
4251,NCT04709003,"18 Years to 120 Years  (Adult, Older Adult)",age_110
4356,NCT04355052,"18 Years to 120 Years  (Adult, Older Adult)",age_110
4844,NCT04394182,"18 Years to 120 Years  (Adult, Older Adult)",age_110
5688,NCT04471831,"18 Years to 120 Years  (Adult, Older Adult)",age_110
4442,NCT04389996,"18 Years to 125 Years  (Adult, Older Adult)",age_111
22,NCT04540393,"18 Years to 130 Years  (Adult, Older Adult)",age_112
254,NCT04516746,"18 Years to 130 Years  (Adult, Older Adult)",age_112
276,NCT04380688,"18 Years to 130 Years  (Adult, Older Adult)",age_112
279,NCT04346199,"18 Years to 130 Years  (Adult, Older Adult)",age_112
1242,NCT04682093,"18 Years to 130 Years  (Adult, Older Adult)",age_112
1400,NCT04453553,"18 Years to 130 Years  (Adult, Older Adult)",age_112
2306,NCT04684446,"18 Years to 130 Years  (Adult, Older Adult)",age_112
